urn,school_name,la_code,la_name,school_type,phase,address_1,address_2,address_3,town,county,postcode,phone,head_title,head_first_name,head_last_name,website,trust_code,trust_name,pupil_count,headteacher
131625,Cranbrook Primary School,317,Redbridge,Community school,Primary,The Drive,,,Ilford,Essex,IG1 3PS,2085182562.0,Mr,Cassim,Bana,www.cranbrookprimary.redbridge.sch.uk/,,,858.0,Mr Cassim Bana
131638,Cherry Lane Primary School,312,Hillingdon,Community school,Primary,Sipson Road,,,West Drayton,,UB7 9DL,1895444480.0,Miss,N,Tranter,www.cherrylane.hillingdon.sch.uk/,,,640.0,Miss N Tranter
131657,West Grove Primary,308,Enfield,Community school,Primary,218a Chase Road,Southgate,,London,,N14 4LR,2083519200.0,Mrs,Sophie,Yaseen,www.westgrove.enfield.sch.uk,,,404.0,Mrs Sophie Yaseen
131662,Chelsea Hall School,212,Wandsworth,Other independent special school,Not applicable,St Andrew's Church Hall,Waynflete Street,Earlsfield,London,,SW18 3QG,2089468330.0,Ms,Jessica,Duemler,https://www.chelseahallschool.com/,,,45.0,Ms Jessica Duemler
131675,Burlington House School,205,Hammersmith and Fulham,Other independent special school,Not applicable,Bishops Avenue,Fulham,London,London,,SW6 6EG,2076109018.0,Mrs,Nicola,Lovell,www.burlingtonhouseschool.com,,,186.0,Mrs Nicola Lovell
131682,Clore Tikva School,317,Redbridge,Voluntary aided school,Primary,115 Fullwell Avenue,Barkingside,Clore Tikva School,Ilford,Essex,IG6 2JN,2085511097.0,Mrs,Margot,Buller,www.cloretikva.redbridge.sch.uk/,,,337.0,Mrs Margot Buller
131690,Arts and Media School Islington,206,Islington,Foundation school,Secondary,Turle Road,,,London,,N4 3LS,2072815511.0,Ms,Susan,Service,www.artsandmedia.islington.sch.uk,1079.0,Islington Arts and Media Trust,595.0,Ms Susan Service
131697,Belmont Park School,320,Waltham Forest,Community special school,Not applicable,Leyton Green Road,Leyton,Waltham Forest,London,,E10 6DB,2085560006.0,Miss,Abedah,Karim,www.belmontparkschool.com,,,45.0,Miss Abedah Karim
131706,Betty Layward Primary School,204,Hackney,Community school,Primary,Clissold Road,Hackney,,London,,N16 9EX,2072497111.0,Ms,Jessica,Bailey,www.bettylayward.hackney.sch.uk/,,,446.0,Ms Jessica Bailey
131723,Thornton Heath Nursery School,306,Croydon,Local authority nursery school,Nursery,51 Pridham Road,,,Thornton Heath,Surrey,CR7 8RS,2086840494.0,Mrs,Jenette,Indarsingh,www.thns.org,,,103.0,Mrs Jenette Indarsingh
131724,Selhurst Nursery School and Children's Centre,306,Croydon,Local authority nursery school,Nursery,23 Dagnall Park,South Norwood,,London,,SE25 5PL,2086843777.0,Mr,Daniel,Bissex,https://www.crosfieldandselhurstnursery.co.uk/,,,82.0,Mr Daniel Bissex
131731,Bruce Grove Primary School,309,Haringey,Community school,Primary,Sperling Road,Tottenham,,London,,N17 6UH,2088854200.0,Ms,Janice,George,www.brucegroveprimary.com,,,312.0,Ms Janice George
131737,Harry Gosling Primary School,211,Tower Hamlets,Community school,Primary,Fairclough Street,,,London,,E1 1NT,2074811650.0,Miss,Jameela,Bhayat,www.harrygoslingprimary.co.uk,,,416.0,Miss Jameela Bhayat
131740,Rotherfield Primary School,206,Islington,Community school,Primary,Rotherfield Street,Islington,,London,,N1 3EE,2072266620.0,Mrs,Nia,Silverwood,www.rotherfieldprimary.co.uk,,,302.0,Mrs Nia Silverwood
131745,Darul Hadis Latifiah,211,Tower Hamlets,Other independent school,Not applicable,1 Cornwall Avenue,,,London,,E2 0HW,2089833663.0,Mr,Maruf / Anhar,Ahmed / Ahmed,www.darulhadis.org.uk,,,132.0,Mr Maruf / Anhar Ahmed / Ahmed
131747,Harris Academy Bermondsey,210,Southwark,Academy sponsor led,Secondary,55 Southwark Park Road,,,London,,SE16 3TZ,2072379316.0,Ms,Gizle,Landman,http://www.harrisbermondsey.org.uk/,3320.0,HARRIS FEDERATION,835.0,Ms Gizle Landman
131752,Ark Burlington Danes Academy,205,Hammersmith and Fulham,Academy sponsor led,Secondary,Wood Lane,,,London,,W12 0HR,2087354950.0,Mr,David,Carr,http://burlingtondanes.org/,2157.0,ARK SCHOOLS,819.0,Mr David Carr
131753,Ealing Alternative Provision,307,Ealing,Pupil referral unit,Not applicable,Compton Close,Ealing,,London,,W13 0LR,2089918570.0,Ms,Caroline,O'Connor,www.ealingalternativeprovision.org.uk,,,87.0,Ms Caroline O'Connor
131757,Park View School,309,Haringey,Community school,Secondary,252 West Green Road,Tottenham,Haringey,London,,N15 3QR,2088881722.0,Mr,Andrew,Webster,www.parkview.haringey.sch.uk,,,1041.0,Mr Andrew Webster
131773,Canonbury Primary School,206,Islington,Community school,Primary,Canonbury Road,,,London,,N1 2UT,2072265020.0,Mr,Patrick,Mildren,www.canonburyprimaryschool.co.uk/,,,438.0,Mr Patrick Mildren
131775,Gascoigne Primary School,301,Barking and Dagenham,Community school,Primary,Gascoigne Road,,,Barking,Essex,IG11 7DR,2082704291.0,Mr,James,Fox and Mrs Anre Buchner,www.gascoigneprimaryschool.co.uk,,,1122.0,Mr James Fox and Mrs Anre Buchner
131788,Greek Primary School of London,307,Ealing,Other independent school,Not applicable,3 Pierrepoint Road,Acton,,London,,W3 9JR,2088962118.0,Ms,Triantafyllia,Politi,http://dim-london.europe.sch.gr/,,,27.0,Ms Triantafyllia Politi
131824,Hitherfield Primary School,208,Lambeth,Community school,Primary,Leigham Vale,Streatham,,London,,SW16 2JQ,2087698428.0,Mr,Christopher,Ashley-Jones,www.hitherfield.co.uk,,,619.0,Mr Christopher Ashley-Jones
131830,Susi Earnshaw Theatre School,302,Barnet,Other independent school,Not applicable,68 High Street,,,Barnet,Hertfordshire,EN5 5SJ,2084415010.0,Mrs,Julia,Hammond,www.susiearnshaw.co.uk,,,38.0,Mrs Julia Hammond
131841,Alexander McLeod Primary School,203,Greenwich,Community school,Primary,Fuchsia Street,,,London,,SE2 0QS,2083112266.0,Mr,Mohammed,Mustafa,www.alexmcleod.org.uk/,,,543.0,Mr Mohammed Mustafa
131842,Hugh Myddelton Primary School,206,Islington,Community school,Primary,Myddelton Street,,,London,,EC1R 1YJ,2072786075.0,Ms,Sarah,Gill,www.lqps.co.uk/hughmyddelton,,,487.0,Ms Sarah Gill
131843,Brunswick Park Primary School,210,Southwark,Community school,Primary,Picton Street,Camberwell,,London,,SE5 7QH,2075259033.0,Mrs,Susannah,Bellingham,www.brunswickparkprimary.co.uk/,,,430.0,Mrs Susannah Bellingham
131844,Hunters Hall Primary School,301,Barking and Dagenham,Community school,Primary,Alibon Road,,Hunters Hall Primary School,Dagenham,Essex,RM10 8DE,2082704768.0,Headteacher,Michael,Kaitell,www.huntershallprimary.org.uk,,,602.0,Headteacher Michael Kaitell
131845,Southwood Primary School,301,Barking and Dagenham,Community school,Primary,Keppel Road,,,Dagenham,Essex,RM9 5LT,2082704915.0,Mr,Scott,Halliwell,www.southwoodprimary.co.uk/,,,591.0,Mr Scott Halliwell
131847,Christchurch Primary School,317,Redbridge,Community school,Primary,Wellesley Road,,,Ilford,Essex,IG1 4LQ,2084785560.0,Miss,Kirsty,Steedman,www.christchurchprimary.co.uk,,,1117.0,Miss Kirsty Steedman
131871,Muswell Hill Primary School,309,Haringey,Community school,Primary,Muswell Hill,,,London,,N10 3ST,2084448488.0,Ms,Amanda,Howells,www.muswellhillprimary.co.uk/,,,419.0,Ms Amanda Howells
131874,Henry Fawcett Primary School,208,Lambeth,Community school,Primary,Bowling Green Street,,,London,,SE11 5BZ,2077352764.0,Mrs,Dawn,Persad,www.henryfawcett.org.uk/,,,226.0,Mrs Dawn Persad
131879,Risley Avenue Primary School,309,Haringey,Community school,Primary,The Roundway,Tottenham,,London,,N17 7AB,2088080792.0,Mrs,Linda,Sarr,www.risleyavenueprimary.org.uk,,,477.0,Mrs Linda Sarr
131897,Harris Academy Merton,315,Merton,Academy sponsor led,Secondary,Wide Way,,,Mitcham,Surrey,CR4 1BP,2086231000.0,Ms,Aisha,Samad,http://www.harrismerton.org.uk,3320.0,HARRIS FEDERATION,1341.0,Ms Aisha Samad
131899,Kisharon College,302,Barnet,Miscellaneous,Not applicable,54 Parson Street,Hendon,,London,,NW4 1TP,2084572525.0,Rabbi,Yitzchak,Freeman,,,,,Rabbi Yitzchak Freeman
131910,Langdon College,302,Barnet,Special post 16 institution,Not applicable,"Jack Block House, Rectory Lane",,333 Edgware Road,London,,HA8 7LF,1617405900.0,Miss,Silvia,Labra,http://langdoncollege.org,,,,Miss Silvia Labra
131911,Leap Service - the National Autistics Society,307,Ealing,Miscellaneous,Not applicable,Woodlands Building,Mill Hill Road,Acton,London,,W3 8RR,2089926611.0,Mr,Sadaf,Aslam,,,,,Mr Sadaf Aslam
131916,Avigdor Hirsch Torah Temimah Primary School,304,Brent,Voluntary aided school,Primary,Parkside,Dollis Hill,,London,,NW2 6RJ,2084504377.0,Mr,Michael,Coleman,www.torahtemimah.wordpress.com/,,,193.0,Mr Michael Coleman
131924,Shaftesbury Nash College,305,Bromley,Special post 16 institution,Not applicable,Croydon Road,Hayes,,Bromley,,BR2 7AG,2083154800.0,Mrs,Adele,Audin,www.nashcollege.org.uk,,,,Mrs Adele Audin
131930,South Park Primary School,317,Redbridge,Community school,Primary,Water Lane,Seven Kings,,Ilford,Essex,IG3 9HF,2085901496.0,Mr,Andy,Tarrant,www.spps.org.uk/,,,635.0,Mr Andy Tarrant
131936,St Mary and St Michael Primary School,211,Tower Hamlets,Voluntary aided school,Primary,Sutton Street,Stepney,,London,,E1 0BD,2077904986.0,Miss,Sue-Helen,Steyn,https://st-marymichael.towerhamlets.sch.uk/,,,389.0,Miss Sue-Helen Steyn
131940,Hillingdon Manor School,312,Hillingdon,Other independent special school,Not applicable,Harlington Road,Hillingdon,Middlesex,Middlesex,,UB8 3HD,1895813679.0,Ms,Grace,Mullally,www.hillingdonmanorschool.org.uk,,,275.0,Ms Grace Mullally
131948,Orchard Hill College,319,Sutton,Special post 16 institution,Not applicable,Copthall House,9 the Pavement,Grove Road,Sutton,,SM1 1DA,3454020453.0,Mrs,Kelly,Phillips,www.orchardhill.ac.uk,,,,Mrs Kelly Phillips
131970,The Orion Primary School,302,Barnet,Community school,Primary,Grahame Park Way,,Mill Hill,London,,NW7 2AL,2082059324.0,Mr,Chris,Flathers,www.theorion.org.uk/,,,955.0,Mr Chris Flathers
131978,Maria Montessori School,202,Camden,Other independent school,Not applicable,26 Lyndhurst Gardens,,,London,,NW3 5NW,2074353646.0,Mrs,Michel,Capobianco,www.mariamontessori.org,,,189.0,Mrs Michel Capobianco
132038,West Middlesex College,312,Hillingdon,Miscellaneous,Not applicable,Colne Lodge,Longbridge Way,,Uxbridge,,UB8 2YG,1895619700.0,Ms,Alison,White,,,,,Ms Alison White
132058,Kingsford Community School,316,Newham,Community school,Secondary,Kingsford Way,Beckton,,London,,E6 5JG,2074764700.0,Ms,Joan,Deslandes,http://www.kingsfordschool.org.uk/,,,1500.0,Ms Joan Deslandes
132066,Greenwich Waldorf School,203,Greenwich,Other independent school,Not applicable,90 Mycenae Road,Woodlands,Greenwich,London,,SE3 7SE,2088584404.0,Principal,Matthew,Clifford,https://www.greenwichwaldorfschool.com,,,182.0,Principal Matthew Clifford
132077,Victoria Drive Primary Pupil Referral Unit,212,Wandsworth,Pupil referral unit,Not applicable,78 Victoria Drive,Southfields,,London,,SW19 6HR,2087802360.0,Mrs,Eileen,Shannon,https://www.victoriapru.wandsworth.sch.uk/,,,0.0,Mrs Eileen Shannon
132134,Bancroft's Preparatory School,317,Redbridge,Other independent school,Not applicable,611-627 High Road,,,Woodford Green,Essex,IG8 0RF,2085066751.0,Mr,Joe,Layburn,https://www.bancrofts.org/,,,270.0,Mr Joe Layburn
132137,St John and St James CofE Primary School,204,Hackney,Voluntary aided school,Primary,Isabella Road,Hackney,,London,,E9 6DX,2089852045.0,Miss,Grace,Gladstone,https://www.johnjames.hackney.sch.uk/,,,223.0,Miss Grace Gladstone
132151,Portman Early Childhood Centre,213,Westminster,Local authority nursery school,Nursery,12 Salisbury Street,,,London,,NW8 8DE,2033071940.0,Ms,Amie,Curtis,www.portmancentre.co.uk,,,73.0,Ms Amie Curtis
132169,Malmesbury Primary School,315,Merton,Community school,Primary,Malmesbury Road,,,Morden,Surrey,SM4 6HG,2086483561.0,Mr,Stephen,Donegan,www.malmesbury.merton.sch.uk/,,,381.0,Mr Stephen Donegan
132203,Highfield Primary School,308,Enfield,Community school,Primary,Highfield Road,,Highfield Primary School,London,,N21 3HE,2083602149.0,Mr,David,Wilson,www.highfield-pri.enfield.sch.uk/,,,672.0,Mr David Wilson
132237,Thames Christian School,212,Wandsworth,Other independent school,Not applicable,12 Grant Road,,,London,,SW11 2FR,2072283933.0,Dr,Stephen,Holsgrove,www.thameschristianschool.org.uk,,,209.0,Dr Stephen Holsgrove
132245,Kingsgate Primary School,202,Camden,Community school,Primary,Kingsgate Road,,,London,,NW6 4LB,2076245379.0,Ms,Meg,Jones,www.kingsgateprimaryschool.org.uk,,,594.0,Ms Meg Jones
132253,South Grove Primary School,309,Haringey,Community school,Primary,South Grove,Tottenham,,London,,N15 5QE,2088026670.0,Mrs,Emma,Murray,www.southgrovenprimary15.org,,,221.0,Mrs Emma Murray
132256,Highlands School,308,Enfield,Community school,Secondary,148 Worlds End Lane,,,London,,N21 1QQ,2083701100.0,Mr,Vincent,McInerney,http://www.highlands.enfield.sch.uk/,,,1650.0,Mr Vincent McInerney
132263,Crane Park Primary School,313,Hounslow,Community school,Primary,Norman Avenue,Hanworth,,Feltham,Middlesex,TW13 5LN,2088949047.0,Ms,Alison,Small,https://www.craneparkprimary.org/,,,454.0,Ms Alison Small
132264,Fairholme Primary School,313,Hounslow,Community school,Primary,Peacock Avenue,Bedfont,,Feltham,,TW14 8ET,2088902584.0,Mrs,Gemma,Harris,www.fairholme.hounslow.sch.uk/,,,411.0,Mrs Gemma Harris
132266,Green Dragon Primary School,313,Hounslow,Community school,Primary,North Road,,,Brentford,Middlesex,TW8 0BJ,2085683971.0,Ms,Jennifer,Butler,www.greendragonprimary.co.uk,,,401.0,Ms Jennifer Butler
132711,Harris Girls' Academy East Dulwich,210,Southwark,Academy sponsor led,Secondary,Homestall Road,,,London,,SE22 0NR,2077322276.0,Ms,Jo,Young,http://www.harrisdulwichgirls.org.uk/,3320.0,HARRIS FEDERATION,837.0,Ms Jo Young
132727,Walthamstow Academy,320,Waltham Forest,Academy sponsor led,Secondary,Billet Road,Walthamstow,,London,,E17 5DP,2085273750.0,Miss,Emma,Skae,http://www.walthamstow-academy.org/,5143.0,UNITED LEARNING TRUST,1071.0,Miss Emma Skae
132736,"Tawhid Boys School, Tawhid Educational Trust",204,Hackney,Other independent school,Not applicable,Cazenove Road,London,,London,,N16 6PA,2088062999.0,Mr,Usman,Mapara,http://www.tawhid.org.uk/,,,110.0,Mr Usman Mapara
132766,Engayne Primary School,311,Havering,Community school,Primary,Severn Drive,Cranham,,Upminster,Essex,RM14 1SW,1708223492.0,,Sara,Sankey,http://www.engayne.co.uk/,,,587.0,Sara Sankey
132788,The Lloyd Williamson School Foundation,207,Kensington and Chelsea,Other independent school,Not applicable,77 St. Charles Square,Ladbroke Grove,,London,,W10 6EB,2089620345.0,Ms,Shirley,Drummond,lloydwilliamson.co.uk,,,75.0,Ms Shirley Drummond
132789,Sir John Heron Primary School,316,Newham,Community school,Primary,School Road,Manor Park,,London,,E12 5PY,2085149860.0,Ms,Nazia,Ishaq,www.sirjohnheron.newham.sch.uk,,,443.0,Ms Nazia Ishaq
132791,Rosemary Works School,204,Hackney,Other independent school,Not applicable,1 Branch Place,,,London,,N1 5PH,2077393950.0,Ms,Amanda,Parker,www.rosemaryworks.com,,,86.0,Ms Amanda Parker
132797,London Islamic School,211,Tower Hamlets,Other independent school,Not applicable,18-22 Damien Street,,,London,,E1 2HX,2072659667.0,Mr,Abdulhadi,Mamon,www.londonislamicschool.org,,,135.0,Mr Abdulhadi Mamon
132800,Conway Primary School,203,Greenwich,Community school,Primary,Gallosson Road,,Plumstead,London,,SE18 1QY,2088540897.0,Mrs,Yalini,Carlsson-Ruban,www.conwayprimaryschool.co.uk/,,,429.0,Mrs Yalini Carlsson-Ruban
132812,Plaistow Primary School,316,Newham,Community school,Primary,Junction Road,Plaistow,,London,,E13 9DQ,2085485620.0,Mr,Dean,Benoit,www.plaistow.newham.sch.uk/,,,362.0,Mr Dean Benoit
132816,Mayesbrook Park School,301,Barking and Dagenham,Pupil referral unit,Not applicable,75-77 Arden Crescent,,,Dagenham,Essex,RM9 6TJ,2082706000.0,Ms,Cathy,Stygal,http://www.mayesbrookparkschool.org.uk/,,,74.0,Ms Cathy Stygal
132827,Eglinton Primary School,203,Greenwich,Community school,Primary,Paget Rise,,,London,,SE18 3PY,2088546917.0,Mrs,Lisa,Lazell,www.eglinton-royalgreenwich.co.uk,,,372.0,Mrs Lisa Lazell
132838,LaSWAP Sixth Form,202,Camden,Sixth form centres,Not applicable,C/O William Ellis School,Highgate Road,,London,,NW5 1RN,2076924157.0,,to be,confirmed,,,,,to be confirmed
132848,Lantern of Knowledge Secondary School,320,Waltham Forest,Other independent school,Not applicable,30-36 Lindley Road,Leyton,,London,,E10 6QT,2085395183.0,Mr,Shakil,Ahmed,www.lanternofknowledge.org.uk,,,100.0,Mr Shakil Ahmed
132942,Sydenham and Forest Hill Sixth Form,209,Lewisham,Sixth form centres,Not applicable,,,,,,,2082918484.0,,to be,confirmed,,,,,to be confirmed
133042,Sutton College of Learning for Adults,319,Sutton,Miscellaneous,Not applicable,St Nicholas Way,,,Sutton,Surrey,SM1 1EA,,,,,,,,,
133052,London School of Theology,312,Hillingdon,Miscellaneous,Not applicable,Green Lane,,,Northwood,,HA6 2UW,,Dr,D J,Tidball,,,,,Dr D J Tidball
133053,Richmond and Hillcroft Adult and Community College (Rhacc),318,Richmond upon Thames,Further education,16 plus,Parkshot,,,Richmond,,TW9 2RE,208915907.0,Ms,Gabrielle,Flint,,,,,Ms Gabrielle Flint
133086,Wildwood Montessori School,203,Greenwich,Miscellaneous,Not applicable,10 Greta House,60 Hardy Road,Greenwich,London,,SE3 7PA,,Ms,W,Fidler,,,,,Ms W Fidler
133131,The Service for Deaf and Partially Hearing Children,316,Newham,Miscellaneous,Not applicable,New Tunmarsh Centre,Tunmarsh Lane,,London,,E13 9NB,,,,,,,,,
133144,St John's and St Clement's Primary School Co Hearing Impaired Unit,210,Southwark,Miscellaneous,Not applicable,Adys Road,,,London,,SE15 4DY,,Ms,Joanna,Kellan,,,,,Ms Joanna Kellan
133165,Wimbledon School of Art,315,Merton,Miscellaneous,Not applicable,Merton Hall Road,,,London,,SW19 3QA,,,,,,,,,
133166,Camberwell College of Arts,210,Southwark,Miscellaneous,Not applicable,45-65 Peckham Road,,,London,,SE5 8UF,,,,,,,,,
133167,London College of Printing & Distributive Trades,210,Southwark,Miscellaneous,Not applicable,Elephant and Castle,,,London,,SE1 6SB,,,,,,,,,
133168,Inchbald School of Design,213,Westminster,Miscellaneous,Not applicable,7 Eaton Gate,,,London,,SW1W 9BA,2077305508.0,Mrs,Jacqueline,Duncan,www.inchbald.co.uk,,,,Mrs Jacqueline Duncan
133216,Early Years Assessment Service and Centre Co Manford Primary School,317,Redbridge,Miscellaneous,Not applicable,Manford Way,,,Chigwell,Essex,IG7 4BX,,Mrs,K,Spendlove,,,,,Mrs K Spendlove
133223,Allenby Tutorial Trust,209,Lewisham,Miscellaneous,Not applicable,62-72 Dalmain Road,,,London,,SE23 1AT,2086990717.0,Mr,O M,Woodcock,,,,,Mr O M Woodcock
133247,Hillcrest,306,Croydon,Miscellaneous,Not applicable,101 Central Hill,Upper Norwood,,London,,SE19 1BY,2086701743.0,Mr,T,Feast,,,,,Mr T Feast
133249,Stratford Circus,316,Newham,Miscellaneous,Not applicable,Theatre Square,Stratford,,London,,E15 1BX,2082791001.0,Mr,T,Coleman,,,,,Mr T Coleman
133307,Mazahirul Uloom London School,211,Tower Hamlets,Other independent school,Not applicable,241-243 Mile End Road,Stepney,,London,,E1 4AA,2077028533.0,Mr,Khalil,Goddard,www.mul.org.uk,,,117.0,Mr Khalil Goddard
133316,Woodlands School,310,Harrow,Community special school,Not applicable,Bransgrove Road,,,Edgware,Middlesex,HA8 6JP,2083812188.0,Mrs,Caroline,Day-Lewis,www.woodlands.harrow.sch.uk,,,137.0,Mrs Caroline Day-Lewis
133317,Kingsley High School,310,Harrow,Community special school,Not applicable,Whittlesea Road,,,Harrow,,HA3 6ND,2084213676.0,Mr,Lee,Helyer,http://www.kingsley.harrow.sch.uk,,,129.0,Mr Lee Helyer
133343,Kew Riverside Primary School,318,Richmond upon Thames,Community school,Primary,37 Courtlands Avenue,,,Richmond,Surrey,TW9 4ES,2084878437.0,Miss,Ardeep,Virdi,www.kewriverside.richmond.sch.uk/,,,92.0,Miss Ardeep Virdi
133364,Pardes House Primary School,302,Barnet,Voluntary aided school,Primary,Hendon Lane,,Pardes House Primary School,London,Middlesex,N3 1SA,2083433568.0,Rabbi,Joel,Sager,www.pardeshouseprimary.com,,,355.0,Rabbi Joel Sager
133365,Beis Yaakov Primary School,302,Barnet,Voluntary aided school,Primary,373 Edgware Road,,,London,,NW9 6NQ,2089059590.0,Mrs,Ellie,Bialoglowski,www.byps.org.uk,,,456.0,Mrs Ellie Bialoglowski
133385,The School of the Islamic Republic of Iran,304,Brent,Other independent school,Not applicable,100 Carlton Vale,,,London,,NW6 5HE,2073728051.0,Mr,Seyed Abbas,Hosseini,,,,65.0,Mr Seyed Abbas Hosseini
133386,Greig City Academy,309,Haringey,Academy sponsor led,Secondary,High Street,Hornsey,Haringey,London,,N8 7NU,2086090100.0,Mr,Paul,Sutton,www.greigcityacademy.co.uk,3255.0,GREIG CITY ACADEMY,1181.0,Mr Paul Sutton
133401,Waterside School,203,Greenwich,Community special school,Not applicable,Robert Street,,,London,,SE18 7NB,2083177659.0,Mr,Meic,Griffiths,http://www.imperiumfederation.co.uk,,,38.0,Mr Meic Griffiths
133405,Oaks Park High School,317,Redbridge,Community school,Secondary,45-65 Oaks Lane,Newbury Park,,Ilford,Essex,IG2 7PQ,2085902245.0,Ms,Joanne,Hamill,http://oakspark.co.uk/,,,1783.0,Ms Joanne Hamill
133439,Side By Side School,204,Hackney,Other independent special school,Not applicable,Avigdor Mews,Lordship Road,London,London,,N16 0QJ,2088808300.0,Mr,Gerald,Lebrett,http://www.sidebyside.org.uk,,,110.0,Mr Gerald Lebrett
133440,The Livity School,208,Lambeth,Community special school,Not applicable,Adare Walk,Streatham,,London,,SW16 2PW,2087691009.0,Ms,Joanna,Tarrant,http://www.thelivityschool.co.uk,,,127.0,Ms Joanna Tarrant
133443,Hampton Court House,318,Richmond upon Thames,Other independent school,Not applicable,Hampton Court House,Hampton Court Road,,East Molesey,Surrey,KT8 9BS,2086140865.0,Mrs,Katherine,Vintiner,http://www.hamptoncourthouse.co.uk/,,,374.0,Mrs Katherine Vintiner
133444,Ealing Independent College,307,Ealing,Other independent school,Not applicable,83 New Broadway,Ealing,,London,,W5 5AL,2085796668.0,Mr,Allan,Cairns,www.ealingindependentcollege.com,,,112.0,Mr Allan Cairns
133449,Al-Falah Primary School,204,Hackney,Other independent school,Not applicable,48 Kenninghall Road,Lower Clapton,,London,,E5 8BY,2089851059.0,Mr,Mohammad,Abu Hussain,www.alfalahschool.org.uk,,,105.0,Mr Mohammad Abu Hussain
133486,The William Hogarth Primary School,313,Hounslow,Community school,Primary,Duke Road,Chiswick,,London,,W4 2JR,2089944782.0,Miss,Avril,Stockley,www.williamhogarthschool.com,,,119.0,Miss Avril Stockley
133489,Hospital Home and Education Units co St Mary's Hospitial Tuition Unit,213,Westminster,Miscellaneous,Not applicable,Praed Street,"7th Floor, Great Western Ward, Qqm W",,London,,W2 1NY,2078866257.0,,,,,,,,
133517,Noor Ul Islam Primary School,320,Waltham Forest,Other independent school,Not applicable,135 Dawlish Road,Leyton,London,London,,E10 6QW,2085588765.0,Mr,Hussain,Shefaar,www.noorulislamprimaryschool.org.uk,,,168.0,Mr Hussain Shefaar
133530,The Hospital and Home Tuition Sick Children's Service,210,Southwark,Miscellaneous,Not applicable,"School Room, E3, Paediatric Neuroscience",Kings College Hospital,Denmark Hill,London,,SE5 9RS,2077374000.0,Mrs,G,Percell,,,,,Mrs G Percell
133533,Nancy Reuben Primary School,302,Barnet,Other independent school,Not applicable,48 Finchley Lane,Hendon,,London,,NW4 1DJ,2082025646.0,Rabbi,Joshua,Conway,www.nrps.co.uk,,,235.0,Rabbi Joshua Conway
133545,William Morris Sixth Form,205,Hammersmith and Fulham,Community school,16 plus,St Dunstan's Road,,,London,,W6 8RB,2087486969.0,Ms,Mary,Berrisford,http://www.wmsf.ac.uk,,,801.0,Ms Mary Berrisford
133553,Torah Vodaas,302,Barnet,Other independent school,Not applicable,Brent Park Road,West Hendon Broadway,,London,,NW9 7AJ,2036704670.0,Rabbi,Y,Feldman,,,,408.0,Rabbi Y Feldman
133561,Jo Richardson Community School,301,Barking and Dagenham,Community school,Secondary,Gale Street,Castle Green,,Dagenham,Essex,RM9 4UN,2082706222.0,Ms,Lisa,Keane,http://jorichardson.org.uk/,,,1686.0,Ms Lisa Keane
133574,Lansbury Lawrence Primary School,211,Tower Hamlets,Community school,Primary,Cordelia Street,Poplar,,London,,E14 6DZ,2079874589.0,Mr,Owen,O'regan,www.lansburylawrence.towerhamlets.sch.uk,,,452.0,Mr Owen O'regan
133599,Yesodey Hatorah Senior Girls School,204,Hackney,Voluntary aided school,Secondary,Egerton Road,Stamford Hill,,London,,N16 6UB,2088265500.0,Mrs,Sonia,Mossberg,yesodeyhatorah.org,,,384.0,Mrs Sonia Mossberg
133620,The Northgate School,302,Barnet,Miscellaneous,Not applicable,Edgware Community Hospital,Burnt Oak Broadway,,Edgware,,HA8 0AD,2087326309.0,,,,,,,,
133646,Al-Mizan School,211,Tower Hamlets,Other independent school,Not applicable,46 Whitechapel Road,,,London,,E1 1JX,2076503070.0,Mr,Anamul,Khan,www.almizan.co.uk,,,111.0,Mr Anamul Khan
133660,Brent River College,304,Brent,Pupil referral unit,Not applicable,364b Stag Lane,Kingsbury,,London,,NW9 9AE,2089373193.0,Ms,Vivien,Dean,www.brentrivercollege.london,,,40.0,Ms Vivien Dean
133662,Jubilee Primary School,208,Lambeth,Community school,Primary,Tulse Hill,,,London,,SW2 2JE,2086786530.0,Mr,Tom,Prestwich,www.jubilee.lambeth.sch.uk,,,307.0,Mr Tom Prestwich
133668,Hillview Nursery School,310,Harrow,Local authority nursery school,Nursery,2 Grange Road,,,South Harrow,,HA2 0LW,2084241770.0,Miss,Carly,Orbell,www.hillviewnurseryschool.co.uk,,,80.0,Miss Carly Orbell
133707,The Mulberry Primary School,309,Haringey,Community school,Primary,Parkhurst Road,Tottenham,,London,,N17 9RB,2088010189.0,Mrs,Michelle,Akarsu,www.themulberryprimaryschool.co.uk/,,,519.0,Mrs Michelle Akarsu
133724,JFS,304,Brent,Voluntary aided school,Secondary,,Kenton,The Mall,Harrow,Middlesex,HA3 9TE,2082063100.0,Dr,David,Moody,www.jfs.brent.sch.uk,,,2040.0,Dr David Moody
133728,Marshgate Primary School,318,Richmond upon Thames,Community school,Primary,157 Queens Road,,,Richmond,Surrey,TW10 6HY,2083326219.0,Mr,Dermot,Bracken,www.marshgate.richmond.sch.uk,,,416.0,Mr Dermot Bracken
133749,Northgate School,302,Barnet,Pupil referral unit,Not applicable,Edgware Community Hospital,Burnt Oak Broadway,,Edgware,Middlesex,HA8 0AD,2082894777.0,Mr,Paul,O'Neill,www.northgateschool.net,,,8.0,Mr Paul O'Neill
